PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;60805;60805;43971;43971-60805;3877;3877-43971;50205627;1504424-3877
;;60802;60802;48410;48410-60802;3540;1379736-48410;50093981;1433376-1379736
;;60810;60810;53047;53047-60810;11961;1379990-53047;50021105;1188878-1379990
;;60820;60820;48536;48536-60820;490671;1523914-48536;50209292;1559230-1523914
;;60820;60820;48536;48536-60820;3926;1325178-48536;50205765;1504058-1325178
;;60820;60820;48536;48536-60820;3927;1433446-48536;50205766;1504056-1433446
;;60828;60828;52933;52933-60828;11649;1379971-52933;50173991;1379700-1379971
;;60828;60828;52933;52933-60828;11649;1379971-52933;50192911;1559268-1379971
;;60824;60824;48411;48411-60824;23078;1379757-48411;50189302;1559824-1379757
;;60834;60834;52365;52365-60834;3761;1433557-52365;50205247;1505404-1433557
;;60837;60837;52962;52962-60837;11749;1379975-52962;50173998;1379770-1379975
;;60845;60845;53331;53331-60845;12646;1469417-53331;50094275;1414354-1469417
;;60841;60841;48424;48424-60841;3574;1207834-48424;50192533;1559514-1207834
;;60841;60841;48424;48424-60841;3852;1415241-48424;50094016;1414498-1415241
;;60856;60856;55648;55648-60856;15126;1523654-55648;50206066;1503256-1523654
;;60856;60856;55648;55648-60856;490660;1523872-55648;50209302;1559221-1523872
;;60856;60856;486974;1555794-60856;486975;1461609-1555794;50120957;1497695-1461609
;;60855;1147234;52939;52939-1147234;11669;1469044-52939;50020580;1184492-1469044
;;60852;60852;43989;43989-60852;3881;3881-43989;50205636;1504402-3881
;;60852;60852;43989;43989-60852;3881;3881-43989;50192288;1559665-3881
;;60864;1328769;43466;1328768-1328769;4033;1328764-1328768;50205539;1504656-1328764
;;60863;60863;53029;53029-60863;11919;1325107-53029;50021015;1184394-1325107
;;60862;60862;53010;53010-60862;11877;1325080-53010;50169964;1433309-1325080
;;60747;1307352;52954;1307351-1307352;29383;996638-1307351;50192775;1559358-996638
;;60756;60756;48216;48216-60756;10169;10169-48216;50192877;1559281-10169
;;60753;60753;48224;48224-60753;10172;844458-48224;50192441;1559577-844458
;;60768;60768;53024;53024-60768;11906;1469669-53024;50020995;1184398-1469669
;;60765;60765;43589;43589-60765;3651;1469374-43589;50192466;1559561-1469374
;;60764;996596;42299;996573-996596;11657;1468991-996573;50192892;1559277-1468991
;;60762;60762;53070;53070-60762;12042;1468935-53070;50189436;1559732-1468935
;;60762;60762;53070;53070-60762;12041;1468932-53070;50189435;1559733-1468932
;;60760;1250532;48257;48257-1250532;3233;1363935-48257;50189320;1559814-1363935
;;60760;1250532;48257;48257-1250532;3232;1385704-48257;50189321;1559813-1385704
;;60778;1433844;48409;731953-1433844;23080;1433831-731953;50189201;1559891-1433831
;;60778;1433844;485834;1433840-1433844;480414;1433837-1433840;50164582;1433339-1433837
;;60785;1085895;473055;1376359-1085895;3350;1379970-1376359;50192608;1559478-1379970
;;60785;1085895;473055;1376359-1085895;11801;839021-1376359;50189502;1559684-839021
;;60785;1085895;473055;1376359-1085895;11799;1376356-1376359;50173986;1379686-1376356
;;60785;1085895;473054;1085854-1085895;23077;831886-1085854;50189373;1485645-831886
;;60781;60781;44093;44093-60781;3283;1428018-44093;50189208;1485983-1428018
;;60781;60781;44093;44093-60781;19807;1488069-44093;50094127;1433366-1488069
;;60781;60781;44093;44093-60781;19807;1488069-44093;50205629;1504420-1488069
;;60781;60781;44093;44093-60781;25043;1488066-44093;50189204;1486141-1488066
;;60781;60781;44093;44093-60781;3284;1428021-44093;50093711;1414677-1428021
;;60799;60799;53048;53048-60799;11962;1379994-53048;50173996;1379766-1379994
;;60799;60799;53048;53048-60799;11962;1379994-53048;50021113;1188879-1379994
;;60798;60798;48226;48226-60798;3173;1469463-48226;50192394;1559609-1469463
;;60793;60793;48277;48277-60793;23914;1433579-48277;50192670;1559437-1433579
;;60793;60793;48277;48277-60793;3264;1433570-48277;50093690;1414696-1433570
;;60790;60790;42283;42283-60790;3733;1324932-42283;50169992;1433282-1324932
;;60790;60790;48291;48291-60790;10478;1324937-48291;50094175;1414403-1324937
;;59922;660258;415814;660235-660258;415608;1397016-660235;50092630;1381857-1397016
;;59922;660258;415814;660235-660258;29402;1397019-660235;50021317;1381858-1397019
;;60922;60922;48413;48413-60922;3547;1469035-48413;50206077;1503222-1469035
;;60922;60922;48413;48413-60922;3548;1469038-48413;50206076;1503224-1469038
;;59932;846677;47100;47100-846677;411618;414209-47100;50189231;1559871-414209
;;59940;59940;43099;43099-59940;472160;1079144-43099;50116983;1295541-1079144
;;59940;59940;43099;43099-59940;471627;1076969-43099;50117697;1295492-1076969
;;59954;59954;53909;53909-59954;411521;1329543-53909;50192881;1559279-1329543
;;59959;1200017;477904;1151914-1200017;477903;1151912-1151914;50192843;1481401-1151912
;;59959;1200017;477904;1151914-1200017;477901;1151906-1151914;50173538;1437800-1151906
;;60948;1326695;48436;1326694-1326695;3617;1418940-1326694;50094058;1414471-1418940
;;60948;1326695;48436;1326694-1326695;3616;1326699-1326694;50184224;1431385-1326699
;;60954;60954;48454;48454-60954;3648;1469321-48454;50192423;1559586-1469321
;;59970;588471;411532;413493-588471;411531;1396966-413493;50182378;1412680-1396966
;;59973;59973;53312;53312-59973;462266;1389764-53312;50174450;1388326-1389764
;;59973;59973;53312;53312-59973;462258;996378-53312;50174457;1388312-996378
;;59973;59973;53312;53312-59973;462258;996378-53312;50020262;996377-996378
;;60962;60962;54644;54644-60962;14485;1469238-54644;50206085;1503200-1469238
;;59982;59982;48123;48123-59982;3703;1468783-48123;50189380;1559769-1468783
;;60968;60968;53068;53068-60968;12037;12037-53068;50189432;1559735-12037
;;60968;60968;53068;53068-60968;12037;12037-53068;50021240;1188868-12037
;;59987;59987;48482;48482-59987;3705;1469260-48482;50192649;1559447-1469260
;;60975;60975;48106;48106-60975;2896;1403042-48106;50176717;1553335-1403042
;;60975;60975;48106;48106-60975;2897;1304323-48106;50176743;1571521-1304323
;;60971;60971;48433;48433-60971;3594;3594-48433;50094035;1414481-3594
;;60987;1099262;47067;663449-1099262;2183;1433679-663449;50126133;1536737-1433679
;;60987;1099262;473551;1305867-1099262;472680;1433717-1305867;50189412;1559750-1433717
;;60987;1099262;473551;1305867-1099262;472680;1433717-1305867;50118689;1081259-1433717
;;60987;1099262;473551;1305867-1099262;30023;1433726-1305867;50118189;1454579-1433726
;;60987;1099262;473551;1305867-1099262;30023;1433726-1305867;50189411;1559751-1433726
;;60987;1099262;473551;1305867-1099262;426057;1433690-1305867;50192610;1559476-1433690
;;60987;1099262;473551;1305867-1099262;3459;1433725-1305867;50205903;1503678-1433725
;;60987;1099262;43192;1347559-1099262;472330;1079841-1347559;50118886;1111050-1079841
;;60981;1106569;43225;1110009-1106569;471862;1077918-1110009;50117274;1110760-1077918
;;60981;1106569;43225;1110009-1106569;471361;1075924-1110009;50117982;1200673-1075924
;;60981;1106569;474207;1109992-1106569;471831;1452925-1109992;50094003;1414509-1452925
;;60981;1106569;474207;1109992-1106569;471831;1452925-1109992;50181295;1450534-1452925
;;59919;1396927;47098;1396928-1396927;411613;1396929-1396928;50192828;1559320-1396929
;;60874;1469107;48274;1469106-1469107;490682;1523958-1469106;50209281;1559234-1523958
;;60874;1469107;48274;1469106-1469107;23913;1469097-1469106;50205684;1504272-1469097
;;60874;1469107;48274;1469106-1469107;10468;1469100-1469106;50094129;1414432-1469100
;;60873;60873;53072;53072-60873;12046;1037977-53072;50173989;1379694-1037977
;;60873;60873;53072;53072-60873;12045;1469810-53072;50173990;1379698-1469810
;;60888;888091;48547;888090-888091;3962;1319910-888090;50189419;1559743-1319910
;;59896;1327545;52987;1327544-1327545;477009;1396994-1327544;50152059;1381788-1396994
;;60884;60884;43745;43745-60884;3508;1385683-43745;50093948;1414555-1385683
;;60884;60884;43745;43745-60884;3509;1385689-43745;50093949;1414554-1385689
;;60899;60899;48427;48427-60899;3582;1469696-48427;50206098;1503162-1469696
;;60894;1350663;52989;1135135-1350663;11828;1379986-1135135;50192568;1559496-1379986
;;60894;1350663;52989;1135135-1350663;11828;1379986-1135135;50173987;1379688-1379986
;;60894;1350663;52989;1135135-1350663;11828;1379986-1135135;50020834;1184433-1379986
;;60894;1350663;52989;1135135-1350663;11827;1379981-1135135;50020833;1184432-1379981
;;71597;1209703;473481;1097273-1209703;420012;1032751-1097273;50189350;1559793-1032751
;;71597;1209703;473481;1097273-1209703;420012;1032751-1097273;50117528;1077320-1032751
;;71597;1209703;473481;1097273-1209703;420012;1032751-1097273;50181283;1450570-1032751
;;71597;1209703;473481;1097273-1209703;472626;1081042-1097273;50189349;1559794-1081042
;;71597;1209703;473481;1097273-1209703;472626;1081042-1097273;50118663;1081041-1081042
;;60996;60996;53032;53032-60996;11924;1325120-53032;50189226;1559875-1325120
;;60996;60996;53032;53032-60996;11924;1325120-53032;50021024;1188871-1325120
;;60996;60996;53032;53032-60996;11923;1325116-53032;50205367;1505092-1325116
;;427821;1250554;480539;1229060-1250554;477012;1389744-1229060;50192721;1559406-1389744
;;427821;1250554;480540;1229066-1250554;462012;1250548-1229066;50182614;1429845-1250548
;;427821;1250554;480540;1229066-1250554;462011;1434056-1229066;50175039;1387154-1434056
;;427821;1250554;53014;1229078-1250554;480409;1389741-1229078;50158631;1381774-1389741
;;70657;70657;426975;1235794-70657;33397;1346994-1235794;50011702;1244383-1346994
;;70657;70657;44508;1346947-70657;463092;1346946-1346947;50026291;1258004-1346946
;;70657;70657;473693;1382245-70657;40257;1382249-1382245;50121465;1546380-1382249
;;70657;70657;473693;1382245-70657;40333;1346980-1382245;50143441;1543396-1346980
;;70657;70657;473693;1382245-70657;414775;1346964-1382245;50123141;1544867-1346964
;;70657;70657;473693;1382245-70657;11981;1368481-1382245;50202849;1514095-1368481
;;473063;1085743;47074;47074-1085743;411598;894213-47074;50151891;1184339-894213
;;486036;1438222;415553;652437-1438222;415552;1438202-652437;50092632;1381855-1438202
;;486036;1438222;415553;652437-1438222;415552;1438202-652437;50192452;1559571-1438202
;;462100;980908;462099;980906-980908;462098;1469835-980906;50189474;1559708-1469835
;;415487;647997;477893;1151869-647997;477894;1469687-1151869;50189236;1485925-1469687
;;415487;647997;477893;1151869-647997;477892;1469690-1151869;50160795;1414257-1469690
;;425949;839603;44746;44746-839603;22313;1468833-44746;50021329;1188846-1468833
;;425949;839603;44746;44746-839603;22312;1365562-44746;50021328;1188847-1365562
;;425930;839022;53031;53031-839022;11922;1469663-53031;50189214;1559884-1469663
;;424308;795472;424307;795470-795472;424309;1396551-795470;50192368;1559624-1396551
;;424308;795472;424307;795470-795472;424309;1396551-795470;50173582;1437682-1396551
;;63094;63094;44320;759673-63094;11947;1469729-759673;50192425;1559584-1469729
;;63094;63094;44320;759673-63094;11947;1469729-759673;50021073;1188873-1469729
;;63094;63094;44320;759673-63094;11948;1152795-759673;50192426;1559583-1152795
;;63094;63094;44320;759673-63094;421836;759672-759673;50098487;1275148-759672
;;424431;797259;424430;797257-797259;11902;1270067-797257;50192323;1559650-1270067
;;424431;797259;424430;797257-797259;11902;1270067-797257;50192325;1482421-1270067
;;424431;797259;424430;797257-797259;424432;797263-797257;50192322;1482427-797263
;;424431;797259;424430;797257-797259;424432;797263-797257;50112028;995719-797263
;;63147;1210816;42766;42766-1210816;3309;1337802-42766;50184543;1435961-1337802
;;63147;1210816;42766;42766-1210816;20454;1337807-42766;50176329;1553450-1337807
;;63147;1210816;42766;42766-1210816;20454;1337807-42766;50176408;1400322-1337807
;;63147;1210816;42766;42766-1210816;20454;1337807-42766;50093740;1414653-1337807
;;63174;63174;42765;42765-63174;20457;1337792-42765;50176416;1541773-1337792
;;482864;1350664;43578;1350652-1350664;3959;1469371-1350652;50192475;1559552-1469371
;;63229;63229;51200;51200-63229;415599;1469334-51200;50192517;1559521-1469334
;;63254;63254;43591;43591-63254;12387;1271738-43591;50202724;1506138-1271738
;;63254;63254;43591;43591-63254;39773;1554669-43591;50122774;1545209-1554669
415731;657750;63278;1497340;488236;1560535-1497340;472331;1489280-1560535;50126060;1262171-1489280
415731;657750;63278;1497340;477687;1497343-1497340;423905;1396336-1497343;50110301;1245207-1396336
415731;657750;63278;1497340;462747;1497341-1497340;35927;1271383-1497341;50146183;1360817-1271383
415731;657750;63278;1497340;473873;1497342-1497340;474424;1122422-1497342;50147183;1269840-1122422
;;63287;63287;50360;50360-63287;421064;927816-50360;50192292;1559663-927816
;;63287;63287;50360;50360-63287;421063;1469593-50360;50021343;1184388-1469593
;;63207;63207;50841;50841-63207;11628;1540831-50841;50163725;1414241-1540831
;;482703;1325302;58775;58775-1325302;29406;1469056-58775;50192827;1559321-1469056
;;74009;1348915;58786;1348914-1348915;462937;1348911-1348914;50146934;1550763-1348911
;;74009;1348915;58786;1348914-1348915;35926;1348908-1348914;50146167;1550774-1348908
;;61038;731908;48429;731907-731908;14484;1434622-731907;50206079;1503214-1434622
;;61038;731908;48429;731907-731908;14484;1434622-731907;50094123;1414438-1434622
;;61038;731908;48429;731907-731908;3585;1232936-731907;50094026;1414490-1232936
;;61038;731908;48429;731907-731908;3586;1434625-731907;50094027;1414489-1434625
;;64629;64629;53778;53778-64629;32066;1559366-53778;50171962;1558988-1559366
;;474307;1114234;474306;1114232-1114234;474308;1360242-1114232;50171395;1372285-1360242
;;59995;59995;52262;52262-59995;477310;1422188-52262;50182061;1413424-1422188
;;59995;59995;52262;52262-59995;422721;1422183-52262;50182678;1429667-1422183
;;72897;1548363;44251;1548362-1548363;491114;1559169-1548362;50209482;1559168-1559169
;;72897;1548363;44251;1548362-1548363;21425;1468043-1548362;50003532;1159751-1468043
;;72897;1548363;44251;1548362-1548363;21424;1468036-1548362;50003531;1221675-1468036
;;64183;64183;43372;43372-64183;4082;1466249-43372;50194946;1473472-1466249
;;64183;64183;43372;43372-64183;4275;1349890-43372;50194943;1495718-1349890
;;64183;64183;43372;43372-64183;32626;1349884-43372;50194944;1495717-1349884
;;61126;1013420;55503;1013419-1013420;33962;1461118-1013419;50014006;1013134-1461118
;;61126;1013420;55503;1013419-1013420;33963;1461122-1013419;50014007;1013135-1461122
;;61126;1013420;55503;1013419-1013420;33963;1461122-1013419;50193024;1534387-1461122
;;61126;1013420;55503;1013419-1013420;33963;1461122-1013419;50021865;1212669-1461122
;;61640;1461175;56049;1461174-1461175;480050;1461167-1461174;50193087;1534379-1461167
;;61640;1461175;486953;1461170-1461175;15871;1461163-1461170;50021711;1212787-1461163
;;70456;1328970;427223;896622-1328970;26868;1328971-896622;50125198;1557090-1328971
;;70456;1328970;44977;1328969-1328970;27299;1555444-1328969;50145285;1536037-1555444
;;66520;66520;47963;47963-66520;471672;1077159-47963;50117654;1110644-1077159
;;69136;1091193;46731;1091051-1091193;473013;1082628-1091051;50025231;1111480-1082628
;;61473;61473;56065;56065-61473;15910;1559084-56065;50021750;1458576-1559084
;;61386;61386;56126;56126-61386;16155;1559080-56126;50193143;1534371-1559080
;;61386;61386;56126;56126-61386;16155;1559080-56126;50022015;1212564-1559080
;;61097;1182279;56097;1182278-1182279;16024;1559069-1182278;50021869;1212665-1559069
;;61362;61362;56038;56038-61362;15841;1461133-56038;50021681;1212808-1461133
;;61362;61362;56038;56038-61362;15842;1559065-56038;50193058;1534385-1559065
;;61454;995099;47148;995098-995099;15820;1461103-995098;50193017;1465816-1461103
;;61454;995099;47148;995098-995099;15820;1461103-995098;50021658;1186951-1461103
;;61364;1461273;56125;1465980-1461273;16154;1559057-1465980;50022013;1424319-1559057
;;73360;73360;462846;1017885-73360;472513;1559034-1017885;50116575;1381023-1559034
;;73360;73360;462846;1017885-73360;472719;1559037-1017885;50116517;1381024-1559037
;;73360;73360;43128;1017884-73360;41026;1091982-1017884;50024459;412273-1091982
;;73360;73360;43128;1017884-73360;471825;1077779-1017884;50117479;1269799-1077779
;;486066;1438560;486065;1438558-1438560;486064;1438557-1438558;50116926;1438556-1438557
;;63100;1558677;48714;1558672-1558677;4617;1558671-1558672;50177238;1551915-1558671
;;63100;1558677;48714;1558672-1558677;4617;1558671-1558672;50200145;1513985-1558671
;;63405;1558685;57684;1558684-1558685;20339;1558682-1558684;50177197;1506995-1558682
;;63510;1558689;46422;1558688-1558689;418831;1558686-1558688;50177213;1551924-1558686
;;63875;1558693;42976;1558692-1558693;4274;1558691-1558692;50186799;1446008-1558691
;;63875;1558693;48616;1135708-1558693;4276;1464889-1135708;50194667;1473998-1464889
;;63875;1558693;48616;1135708-1558693;4276;1464889-1135708;50177387;1551884-1464889
;;65209;65209;54608;54608-65209;34925;1558643-54608;50172259;1558640-1558643
;;483416;1369188;47780;47780-1369188;4069;864912-47780;50172320;1555121-864912
;;483416;1369188;483447;1369177-1369188;4338;1558726-1369177;50195140;1495633-1558726
;;483416;1369188;483447;1369177-1369188;4336;1393523-1369177;50195139;1473104-1393523
;;64189;1369185;463980;1369176-1369185;4067;1304802-1369176;50174038;1464337-1304802
;;71941;1238571;57543;1238570-1238571;490997;1558678-1238570;50210634;1556388-1558678
;;424088;1557826;416542;1557825-1557826;490998;1558673-1557825;50210633;1556392-1558673
;;64199;1119818;473328;1096544-1119818;5830;1485052-1096544;50201383;1517366-1485052
;;64199;1119818;473328;1096544-1119818;488013;1484455-1096544;50186846;1560862-1484455
;;64199;1119818;47885;1119817-1119818;470807;1073800-1119817;50118526;1110161-1073800
;;64827;1558139;54349;1558138-1558139;22475;1558137-1558138;50167394;1551379-1558137
;;66411;1558104;54042;1558103-1558104;32641;1558102-1558103;50167621;1551204-1558102
;;72479;72479;462823;1016805-72479;15103;1369457-1016805;50184673;1467775-1369457
;;72479;72479;462823;1016805-72479;15103;1369457-1016805;50196762;1475896-1369457
;;71811;1320375;53187;1320374-1320375;12394;1244080-1320374;50122792;1545193-1244080
;;71867;753162;46540;1244044-753162;7805;1244045-1244044;50122790;1545195-1244045
;;71867;753162;46540;1244044-753162;7805;1244045-1244044;50098518;1275324-1244045
